Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,EmailAddress,TelephoneNumber,Birthday,Latitude,Longitude
male,Gerard,J,Stanton,"2478 Haul Road",Minneapolis,MN,55401,GerardJStanton@dayrep.com,651-236-5184,1/14/1994,44.946494,-93.198451
male,Stanley,C,Kay,"4790 Snowbird Lane",Waco,NE,68460,StanleyCKay@einrot.com,402-728-9215,9/2/1958,40.964879,-97.406347
female,Tammy,W,Ruiz,"61 Rosebud Avenue","Diamond City",AR,72619,TammyWRuiz@superrito.com,870-422-0458,7/25/1972,36.392085,-92.84345
male,David,M,White,"1509 Despard Street",Roswell,GA,30076,DavidMWhite@jourrapide.com,404-759-0453,8/15/1989,34.11372,-84.333631
female,Nichole,A,Wheeler,"3200 Hill Street",Defiance,OH,43512,NicholeAWheeler@teleworm.us,419-769-5489,4/18/1946,41.438563,-84.442835
female,Katherine,R,Marion,"1105 Bicetown Road","New York",NY,10022,KatherineRMarion@cuvox.de,917-367-9577,11/9/1981,40.794751,-74.030611
male,Sam,S,Fishman,"1506 Old Dear Lane",Poughkeepsie,NY,12603,SamSFishman@rhyta.com,845-866-5002,10/15/1982,41.759878,-73.901493
male,Scott,S,Piper,"3044 Park Avenue","Rancho Cordova",CA,95742,ScottSPiper@fleckens.hu,916-416-9554,2/17/1983,38.482824,-121.133176
female,Donna,R,Keeney,"113 Leisure Lane","San Luis Obispo",CA,93401,DonnaRKeeney@dayrep.com,805-541-3732,3/1/1934,35.287269,-120.698951
male,Al,E,Crawley,"4837 Hamill Avenue","San Diego",CA,92103,AlECrawley@einrot.com,858-235-3124,9/22/1957,32.824942,-117.150733
female,Hope,J,McConnell,"3725 Callison Lane","Ocean View",DE,19970,HopeJMcConnell@fleckens.hu,302-541-3428,1/24/1971,38.514997,-75.175373
female,Sylvia,J,Hughes,"1761 Weekley Street","San Antonio",TX,78225,SylviaJHughes@teleworm.us,210-403-5662,1/23/1989,29.400362,-98.56268
male,Mike,L,Love,"4938 Gnatty Creek Road","Garden City",NY,11530,MikeLLove@teleworm.us,516-357-6951,1/26/1958,40.766081,-73.70791
male,Michael,R,Woodard,"165 Green Gate Lane",Baltimore,MD,21201,MichaelRWoodard@teleworm.us,443-828-1306,11/17/1978,39.228726,-76.547956
female,Maria,G,Ramirez,"2372 Raoul Wallenberg Place",Orange,CT,06477,MariaGRamirez@armyspy.com,203-891-6074,11/23/1967,41.192067,-73.002592
male,Brian,V,Cook,"3491 Wines Lane",Houston,TX,77036,BrianVCook@gustr.com,832-324-8123,8/31/1952,29.777308,-95.625601
male,Troy,S,Phillips,"2646 Sharon Lane","South Bend",IN,46625,TroySPhillips@dayrep.com,574-203-8138,3/19/1944,41.632211,-86.3341
female,Sara,G,Reese,"3608 Wilson Street",Oceanside,CA,92054,SaraGReese@jourrapide.com,760-966-0798,5/22/1955,33.309623,-117.470853
male,Elwood,S,Fallon,"1244 Selah Way","White River Junction",VT,05001,ElwoodSFallon@dayrep.com,802-552-2741,1/29/1943,43.722003,-72.318004
male,Michael,H,Baker,"2501 Baker Avenue","Farmers Branch",TX,75244,MichaelHBaker@gustr.com,817-819-1614,2/25/1987,32.858789,-96.860031
female,Jessica,R,Rittenberry,"2242 May Street",Lexington,KY,40507,JessicaRRittenberry@jourrapide.com,606-317-9325,12/13/1953,38.028534,-84.529834
male,Joseph,I,Taylor,"3505 Joes Road",Albany,NY,12207,JosephITaylor@gustr.com,518-713-8681,1/14/1944,42.732828,-73.803163
female,Dollie,J,Peter,"4838 Bates Brothers Road",Columbus,OH,43215,DollieJPeter@gustr.com,614-306-3576,12/8/1983,39.997067,-83.043227
female,Kelli,M,Steadman,"3619 Crosswind Drive","Beaver Dam",KY,42320,KelliMSteadman@superrito.com,270-878-9948,8/11/1938,37.405294,-86.83223
male,Luis,T,Moran,"4049 Pheasant Ridge Road",Philadelphia,PA,19104,LuisTMoran@cuvox.de,215-518-7924,11/28/1959,39.997459,-75.208377
male,Nelson,S,Stewart,"4527 Grim Avenue","San Diego",CA,92117,NelsonSStewart@armyspy.com,619-694-4993,12/5/1954,32.859394,-117.125735
female,Georgia,D,Gilchrist,"104 Rockford Mountain Lane",Ogdensburg,WI,54962,GeorgiaDGilchrist@dayrep.com,920-244-5407,12/27/1943,44.472094,-89.02259
female,Edith,C,Harris,"9 Prudence Street",Detroit,MI,48219,EdithCHarris@rhyta.com,313-412-2989,8/15/1944,42.387517,-83.206632
female,Samatha,J,Beebe,"3379 Stroop Hill Road",Atlanta,GA,30305,SamathaJBeebe@gustr.com,404-812-4622,1/13/1991,33.899079,-84.463184
female,Judy,R,Burgess,"4317 Spruce Drive",Clinton,PA,15026,JudyRBurgess@dayrep.com,724-899-6236,6/12/1958,40.450461,-80.42093
female,Susie,G,Silva,"2240 Valley View Drive",Boston,MA,02115,SusieGSilva@armyspy.com,617-683-5177,1/10/1968,42.299254,-71.10218
male,Herman,L,Valentin,"1831 Marietta Street","Santa Rosa",CA,95401,HermanLValentin@superrito.com,707-591-5504,8/9/1946,38.476303,-122.724312
female,Beverly,D,Stacy,"641 Walnut Avenue","Eden Hazelton",ID,83325,BeverlyDStacy@rhyta.com,208-825-3738,3/8/1974,42.612562,-114.127021
female,Samantha,R,Dye,"2336 Nicholas Street",Topeka,KS,66617,SamanthaRDye@einrot.com,785-246-3432,5/15/1948,39.151369,-95.531716
female,Una,J,Lewis,"1098 Kidd Avenue","Sag River Camp",AK,99501,UnaJLewis@armyspy.com,907-824-8574,8/23/1971,63.495663,-154.581308
male,Michael,B,Radford,"3974 Trymore Road","Redwood Falls",MN,56283,MichaelBRadford@armyspy.com,507-697-4287,7/9/1987,44.566779,-95.12743
female,Danielle,D,Adrian,"4576 Crosswind Drive",Madisonville,KY,42431,DanielleDAdrian@superrito.com,270-817-2305,10/10/1949,37.421859,-87.498887
female,Theresa,T,Rodriguez,"1538 Valley Lane",Austin,TX,78758,TheresaTRodriguez@dayrep.com,512-699-0613,7/20/1940,30.41226,-97.792341
female,Lisa,T,Thomas,"136 Wildwood Street",Akron,OH,44333,LisaTThomas@dayrep.com,330-670-5764,6/25/1954,41.08428,-81.585243
male,Jose,R,Griffin,"2649 Sugarfoot Lane",Lafayette,IN,47904,JoseRGriffin@dayrep.com,765-446-9415,7/3/1942,40.374141,-86.843497
male,Dennis,M,Taylor,"4685 Middleville Road","El Monte",CA,91731,DennisMTaylor@superrito.com,626-415-1760,9/23/1935,34.025106,-118.02159
female,Leticia,J,Kelly,"3030 Metz Lane",Cambridge,MA,02142,LeticiaJKelly@gustr.com,857-453-3941,2/23/1947,42.323845,-71.159422
male,Tim,E,Hubbard,"1230 Travis Street",Hialeah,FL,33012,TimEHubbard@cuvox.de,772-576-8433,4/29/1966,25.942141,-80.357606
female,Joan,J,Hershberger,"3426 Winifred Way",Anderson,IN,46016,JoanJHershberger@dayrep.com,765-649-4940,6/25/1959,40.136272,-85.70067
male,Ronald,M,McGuire,"1173 Dancing Dove Lane","New York",NY,10011,RonaldMMcGuire@superrito.com,347-623-0665,2/17/1983,40.722429,-74.031484
female,Amy,L,Oakes,"4861 Simons Hollow Road",Mandata,PA,17830,AmyLOakes@rhyta.com,570-758-6289,2/2/1934,40.683851,-76.870955
male,Victor,B,King,"4757 Nickel Road","Los Angeles",CA,90017,VictorBKing@armyspy.com,626-713-0846,12/19/1970,34.144555,-118.255211
female,Terry,M,Thomas,"2921 Wood Duck Drive",Chassell,MI,49916,TerryMThomas@superrito.com,906-481-8034,8/15/1967,46.962389,-88.535656
male,Richard,S,Childs,"540 Haven Lane",Lansing,MI,48933,RichardSChilds@gustr.com,517-689-5176,1/12/1940,42.777787,-84.567902
female,Frances,R,Thompson,"3660 Armory Road","Castle Hayne",NC,28429,FrancesRThompson@rhyta.com,910-675-7850,8/5/1972,34.388046,-77.861764
female,Ma,G,Jones,"3041 Wayback Lane","East Hampton",NY,11937,MaGJones@dayrep.com,631-329-4488,7/1/1964,41.03396,-72.187994
male,John,E,Ballard,"1036 Elk Creek Road",Stockbridge,GA,30281,JohnEBallard@superrito.com,770-507-2308,1/22/1982,33.600734,-84.282829
male,Thomas,N,Devore,"4104 Charack Road",Evansville,IN,47711,ThomasNDevore@rhyta.com,812-215-3702,10/20/1951,38.061194,-87.473633
male,Keith,A,Newton,"1630 Walkers Ridge Way",Gardena,CA,90248,KeithANewton@fleckens.hu,626-991-5844,6/7/1980,33.884651,-118.268943
female,Melinda,C,Anthony,"2305 Havanna Street",Greensboro,NC,27401,MelindaCAnthony@teleworm.us,336-389-8458,11/6/1958,36.047631,-79.732347
male,Kenneth,L,Slover,"1526 Hayhurst Lane","Farmington Hills",MI,48331,KennethLSlover@jourrapide.com,248-788-2514,11/28/1936,42.418253,-83.388612
female,Laura,R,Kim,"2904 Pallet Street",Elmsford,NY,10523,LauraRKim@rhyta.com,914-438-0243,7/18/1966,40.970848,-73.880501
male,Alan,R,Johnson,"4980 Kenwood Place","Fort Lauderdale",FL,33301,AlanRJohnson@gustr.com,954-523-0120,9/7/1941,26.062805,-80.133278
male,Bernard,B,Davidson,"306 Brown Street",Scottsdale,AZ,85256,BernardBDavidson@superrito.com,928-233-0139,9/19/1943,33.555815,-111.745443
male,Byron,B,Shell,"2975 Pin Oak Drive",Whittier,CA,90603,ByronBShell@superrito.com,562-947-3291,11/6/1991,34.016173,-118.024857
male,Leandro,D,Morales,"3099 Dola Mine Road",Durham,NC,27705,LeandroDMorales@rhyta.com,919-383-0576,6/29/1972,36.121306,-78.988123
male,Charles,S,Hinton,"4017 Woodstock Drive",Pasadena,CA,91101,CharlesSHinton@fleckens.hu,626-440-2526,8/25/1984,34.212828,-118.222079
female,Crystal,O,Hardy,"1561 Douglas Dairy Road",Axton,VA,24054,CrystalOHardy@teleworm.us,276-650-5320,1/13/1972,36.571073,-79.772327
female,Mae,S,Courson,"1253 Adams Avenue",Washington,MD,20005,MaeSCourson@gustr.com,301-677-5383,4/3/1934,38.916543,-76.965554
male,Darryl,A,Hudson,"1589 Douglas Dairy Road","Gate City",VA,24251,DarrylAHudson@cuvox.de,276-690-8317,3/25/1955,36.653238,-82.582229
male,James,D,Hollenbeck,"1654 Cambridge Court","Fort Smith",AR,72901,JamesDHollenbeck@armyspy.com,479-763-3968,12/10/1966,35.444467,-94.361092
male,Timothy,T,Miller,"3763 Camel Back Road",Bartlesville,OK,74003,TimothyTMiller@teleworm.us,918-559-6790,7/28/1946,36.77191,-96.153164
female,Amelia,J,Mincy,"4710 Post Avenue",Mahnomen,MN,56557,AmeliaJMincy@gustr.com,218-935-4163,6/7/1998,47.413384,-95.849526
male,William,B,Keltner,"862 Geneva Street","New York",NY,10011,WilliamBKeltner@rhyta.com,917-482-5785,12/9/1946,40.757618,-74.08197
female,Adrian,O,Killingsworth,"1702 Westwood Avenue","New York",NY,10001,AdrianOKillingsworth@gustr.com,516-740-6448,1/27/1933,40.843936,-73.995485
male,Morris,E,Perry,"3605 Red Dog Road",Charlotte,NC,28209,MorrisEPerry@fleckens.hu,704-363-2836,12/3/1967,35.268965,-80.875206
female,Candace,R,Means,"4225 Meadow Lane","Santa Rosa",CA,95401,CandaceRMeans@superrito.com,707-270-2813,2/21/1970,38.439779,-122.824177
female,Mary,T,Miller,"473 Preston Street",Tempe,AZ,85282,MaryTMiller@fleckens.hu,623-332-9473,4/3/1984,33.360651,-111.92009
male,Brandon,L,Gray,"4484 Godfrey Street",Portland,OR,97205,BrandonLGray@einrot.com,503-604-7683,12/7/1935,45.511589,-122.725268
female,Faye,G,Estrada,"4125 Wright Court",Birmingham,AL,35209,FayeGEstrada@fleckens.hu,205-994-9856,6/18/1989,33.429819,-86.872653
male,Lester,N,Hawkins,"2447 Quincy Street",Eagleville,PA,19403,LesterNHawkins@armyspy.com,267-474-8952,5/21/1987,40.256259,-75.407996
female,Randy,W,Wheeler,"2973 Elkview Drive",Riverdale,GA,30236,RandyWWheeler@cuvox.de,770-994-4272,9/20/1953,33.587707,-84.477001
male,Christopher,D,Cannon,"3654 Capitol Avenue",Delphi,IN,46923,ChristopherDCannon@cuvox.de,765-564-8522,2/1/1980,40.657556,-86.608901
female,Abigail,R,Clayton,"1650 Bluff Street",Waldorf,MD,20601,AbigailRClayton@superrito.com,301-818-0336,6/19/1966,38.675621,-76.929095
male,Frederick,I,Rutherford,"3047 Lindale Avenue",Concord,CA,94520,FrederickIRutherford@gustr.com,510-565-0454,4/13/1970,37.977238,-122.00588
male,Chester,L,Peirce,"1702 College View",Metropolis,IL,62960,ChesterLPeirce@einrot.com,618-617-3439,8/13/1960,37.292933,-88.67008
male,Thomas,M,Franks,"1612 Radio Park Drive",Athens,GA,30601,ThomasMFranks@einrot.com,706-688-9449,10/8/1966,33.914679,-83.307506
male,Steven,F,Malloy,"4366 Ridge Road",Wichita,KS,67202,StevenFMalloy@rhyta.com,620-750-6144,5/10/1984,37.70732,-97.422786
male,Timothy,T,Smith,"276 Delaware Avenue",Concord,CA,94520,TimothyTSmith@cuvox.de,415-299-2806,11/18/1991,37.954053,-122.009131
male,Steven,K,Duran,"559 Beech Street",Antioch,CA,94509,StevenKDuran@armyspy.com,925-753-3064,3/8/1947,38.08124,-121.787859
female,Sharon,J,Deboer,"586 Sycamore Road","The Dalles",OR,97058,SharonJDeboer@armyspy.com,541-436-3716,10/6/1970,45.637262,-121.22683
female,Benita,D,Steere,"3839 Mount Olive Road",Atlanta,GA,30303,BenitaDSteere@jourrapide.com,678-884-5521,9/29/1969,33.850427,-84.39848
female,Michelle,N,Ellis,"2910 Fairfield Road",Racine,WI,53403,MichelleNEllis@fleckens.hu,262-635-4926,4/28/1948,42.669673,-87.827782
female,Rhonda,T,Funkhouser,"1524 Cardinal Lane",Hammond,IL,61929,RhondaTFunkhouser@einrot.com,217-262-3465,6/28/1946,39.757778,-88.679666
female,Bonnie,W,Holliday,"4058 Pinnickinnick Street",Newark,NJ,07102,BonnieWHolliday@gustr.com,732-784-5537,10/31/1980,40.765248,-74.11806
male,Adam,M,Strickland,"4991 Seth Street","San Angelo",TX,76903,AdamMStrickland@superrito.com,325-657-5202,10/6/1991,31.558818,-100.385907
male,Clinton,J,Ward,"1160 Carter Street",Stlouis,IL,63101,ClintonJWard@cuvox.de,618-784-2555,4/24/1992,38.987318,-89.972914
male,Joe,P,Adams,"4790 Ryder Avenue",Everett,WA,98204,JoePAdams@superrito.com,425-355-9449,2/4/1968,47.880064,-122.266421
male,Michael,T,Newborn,"3794 Robinson Lane",Mansfield,OH,44902,MichaelTNewborn@jourrapide.com,740-358-5227,6/18/1956,40.816205,-82.417034
female,Donna,B,Yeates,"1906 Michigan Avenue",Bridgeville,PA,15017,DonnaBYeates@superrito.com,724-601-3925,3/24/1991,40.261291,-80.1226
male,Francis,J,Pike,"38 College Street",Atlanta,GA,30303,FrancisJPike@rhyta.com,404-382-6943,9/1/1942,33.810288,-84.476148
male,Jacob,R,Gann,"4192 Tuna Street",Flint,MI,48502,JacobRGann@teleworm.us,810-760-5253,8/30/1950,43.050628,-83.756077
male,Gary,V,Shook,"3291 Rowes Lane",Louisville,KY,40202,GaryVShook@gustr.com,270-572-9722,3/2/1970,38.219611,-85.72048
female,Sarah,R,Salas,"426 Summit Park Avenue",Southfield,MI,48075,SarahRSalas@gustr.com,248-936-3564,11/24/1989,42.562914,-83.202248
male,Luis,B,Whitley,"2531 Confederate Drive",Utica,NY,13502,LuisBWhitley@armyspy.com,315-721-1753,5/28/1964,43.243399,-75.210571
male,Glen,A,Warner,"4171 Better Street",Lansing,KS,66043,GlenAWarner@armyspy.com,913-351-4367,10/28/1953,39.300661,-94.818451
male,Robert,K,Maher,"690 Amethyst Drive","East Lansing",MI,48823,RobertKMaher@armyspy.com,517-337-6396,2/18/1956,42.703541,-84.396292
female,Dawn,M,Downey,"4649 Clair Street",Killeen,TX,76543,DawnMDowney@cuvox.de,254-699-3899,4/2/1960,31.119952,-97.649991
male,William,A,Fletcher,"513 Callison Lane",Milford,DE,19963,WilliamAFletcher@rhyta.com,302-424-0215,12/24/1954,39.00573,-75.309978
female,Linda,J,Parker,"856 Lang Avenue",Manti,UT,84642,LindaJParker@rhyta.com,435-813-6348,10/13/1963,39.181505,-111.444996
female,Della,J,Green,"3529 Whispering Pines Circle",Wilmer,TX,75172,DellaJGreen@rhyta.com,972-441-1853,3/1/1971,32.535639,-96.758957
female,Cathy,D,Bailey,"3123 Emily Drive",Columbia,SC,29201,CathyDBailey@cuvox.de,803-997-3293,10/18/1978,34.064351,-81.024422
female,Dora,A,Foust,"1503 Barrington Court","Pine Bluff",AR,71601,DoraAFoust@teleworm.us,870-556-2469,5/3/1973,34.216425,-91.985216
female,Dolores,M,Schreiner,"1761 Pursglove Court",Dayton,OH,45402,DoloresMSchreiner@superrito.com,937-315-0706,9/26/1953,39.784626,-84.208074
female,Lucille,D,Hovis,"2979 Star Route","Hickory Hills",IL,60457,LucilleDHovis@einrot.com,708-567-2064,7/1/1975,41.658475,-87.769662
male,Charles,K,Allen,"4887 Fairfax Drive",Belleville,NJ,07109,CharlesKAllen@dayrep.com,908-929-4455,8/14/1934,40.83341,-74.077333
female,Lola,T,Berger,"3448 Ridge Road","Great Bend",KS,67530,LolaTBerger@armyspy.com,620-793-3090,1/31/1963,38.424489,-98.714313
female,Grace,W,Hoffman,"4525 Stanton Hollow Road",Boston,MA,02199,GraceWHoffman@gustr.com,781-515-2244,6/19/1957,42.299583,-71.16764
female,Olive,H,Combs,"4227 Meadow Lane",Eureka,CA,95501,OliveHCombs@jourrapide.com,707-269-9197,11/19/1992,40.789056,-124.236186
male,James,J,Peck,"1864 Clearview Drive",Centennial,CO,80112,JamesJPeck@fleckens.hu,303-725-1949,6/29/1946,39.587221,-104.823794
male,Robert,B,Hutchcraft,"3482 Prospect Street",Camden,NJ,08104,RobertBHutchcraft@einrot.com,856-613-6910,8/24/1982,39.954902,-75.037236
female,Kathleen,J,Marr,"4352 Broadcast Drive",Arlington,VA,22201,KathleenJMarr@cuvox.de,703-974-7741,7/1/1986,38.957983,-77.070445
female,Jessie,D,Blair,"2066 Twin Oaks Drive","Traverse City",MI,49686,JessieDBlair@jourrapide.com,231-564-9640,11/24/1949,44.817188,-85.653387
female,Mabel,F,Pelletier,"4109 Green Hill Road","Fort Smith",AR,72908,MabelFPelletier@teleworm.us,479-236-0386,12/11/1995,35.357801,-94.43802
female,Lisa,J,Fahey,"1587 Timbercrest Road","Cape Lisburne",AK,99766,LisaJFahey@dayrep.com,907-725-0127,11/18/1996,68.891677,-166.135173
male,John,T,Page,"4207 Oak Avenue","Arlington Heights",IL,60004,JohnTPage@fleckens.hu,847-971-6790,1/14/1965,42.144769,-87.96199
female,Pamela,R,Martinez,"709 Huntz Lane",Quincy,MA,02169,PamelaRMartinez@rhyta.com,978-529-1486,9/15/1946,42.189697,-70.970747
